D,p, Pol
3913, 5, 152587890625*x^4 - 181654218750*x^3 + 350470762739*x^2 - 181654218750*x + 152587890625
3937, 5, 30517578125*x^2 - 38148912726*x + 30517578125
3953, 5, 125*x^2 - 191*x + 125
3957, 5, 28421709430404007434844970703125*x^6 - 33670287582171676294183576968750*x^5 + 57882366222619438324173979450875*x^4 - 61621947783237118499885029884356*x^3 + 57882366222619438324173979450875*x^2 - 33670287582171676294183576968750*x + 28421709430404007434844970703125
3997, 5, 762939453125*x^10 + 567242578125*x^9 - 1199853653125*x^8 - 341268702850*x^7 + 951434822305*x^6 + 576598565051*x^5 + 951434822305*x^4 - 341268702850*x^3 - 1199853653125*x^2 + 567242578125*x + 762939453125
4017, 5, 867361737988403547205962240695953369140625*x^8 - 2259087320907775908517651259899139404296875*x^7 + 2377410908306510591340431743347167968750000*x^6 - 1360162440989728687831673514878440418028125*x^5 + 873337613206328918030813524988815914801199*x^4 - 1360162440989728687831673514878440418028125*x^3 + 2377410908306510591340431743347167968750000*x^2 - 2259087320907775908517651259899139404296875*x + 867361737988403547205962240695953369140625
4037, 5, 1953125*x^2 - 3063526*x + 1953125
4053, 5, 14551915228366851806640625*x^8 - 3096003377195941252875000*x^7 - 43404763394577517460908196*x^6 + 2067140504067584429840184*x^5 + 61001298803065921813644774*x^4 + 2067140504067584429840184*x^3 - 43404763394577517460908196*x^2 - 3096003377195941252875000*x + 14551915228366851806640625
4117, 5, 30517578125*x^2 - 45897767786*x + 30517578125
3752, 5, 6103515625*x^4 + 2689637500*x^3 - 5949937866*x^2 + 2689637500*x + 6103515625
3768, 5, 3552713678800500929355621337890625*x^4 + 2340033567009141919119724414062500*x^3 - 1490223463171624659071901585172026*x^2 + 2340033567009141919119724414062500*x + 3552713678800500929355621337890625
3772, 5, 3552713678800500929355621337890625*x^8 - 11477881926380395889282226562500000*x^7 + 18124358372145577838227691650390625*x^6 - 18816973532177842451310988012500000*x^5 + 17243174286282462135586433029984576*x^4 - 18816973532177842451310988012500000*x^3 + 18124358372145577838227691650390625*x^2 - 11477881926380395889282226562500000*x + 3552713678800500929355621337890625
3788, 5, 3125*x^2 + 474*x + 3125
3832, 5, 298023223876953125*x^2 - 593213538562430426*x + 298023223876953125
3868, 5, 48828125*x^2 + 68364392*x + 48828125
3912, 5, 2384185791015625*x^4 + 2004641623437500*x^3 - 385488454428426*x^2 + 2004641623437500*x + 2384185791015625
3928, 5, 1953125*x^10 + 786875*x^9 + 1222875*x^8 + 2385650*x^7 + 1899265*x^6 + 3333629*x^5 + 1899265*x^4 + 2385650*x^3 + 1222875*x^2 + 786875*x + 1953125
3932, 5, 7450580596923828125*x^2 - 14832876993141654486*x + 7450580596923828125
3948, 5, 0
3992, 5, 125*x^2 + 249*x + 125
4008, 5, 13552527156068805425093160010874271392822265625*x^4 - 909559046949699393611033588647842407226562500*x^3 - 20197582284467373249750791625621148634323606186*x^2 - 909559046949699393611033588647842407226562500*x + 13552527156068805425093160010874271392822265625
4012, 5, 59604644775390625*x^8 + 187258486328125000*x^7 + 262958346425390625*x^6 + 317542228578881000*x^5 + 364478102728325696*x^4 + 317542228578881000*x^3 + 262958346425390625*x^2 + 187258486328125000*x + 59604644775390625
4028, 5, 931322574615478515625*x^4 + 762595350361101562500*x^3 + 1389747684397445881526*x^2 + 762595350361101562500*x + 931322574615478515625
4088, 5, 152587890625*x^4 - 73816267620*x^3 - 156232226746*x^2 - 73816267620*x + 152587890625
4092, 5, 0
4108, 5, 95367431640625*x^4 + 29142673437500*x^3 - 132429971247834*x^2 + 29142673437500*x + 95367431640625
4137, 5, 13552527156068805425093160010874271392822265625*x^4 - 20557290170286963311633591536879539489746093750*x^3 + 27091153946144171084573573859945145349694140979*x^2 - 20557290170286963311633591536879539489746093750*x + 13552527156068805425093160010874271392822265625
4152, 5, 55511151231257827021181583404541015625*x^4 - 117624511839451336374282836914062500*x^3 - 105990684636904578898051548507032081226*x^2 - 117624511839451336374282836914062500*x + 55511151231257827021181583404541015625
4172, 5, 37252902984619140625*x^4 - 89930845628476562500*x^3 + 107776568002564844646*x^2 - 89930845628476562500*x + 37252902984619140625
4173, 5, 5684341886080801486968994140625*x^8 + 7419645154486307564173828125000*x^7 + 5396476300972289744557572977500*x^6 - 1144498529949356466141442216200*x^5 - 7438222360625586329743475362266*x^4 - 1144498529949356466141442216200*x^3 + 5396476300972289744557572977500*x^2 + 7419645154486307564173828125000*x + 5684341886080801486968994140625
4188, 5, 3552713678800500929355621337890625*x^4 - 3186868984434980872926648750000000*x^3 + 4362431693265704061345462318133634*x^2 - 3186868984434980872926648750000000*x + 3552713678800500929355621337890625
4193, 5, 298023223876953125*x^6 + 184590277099609375*x^5 + 611405412616328125*x^4 + 242269662329029951*x^3 + 611405412616328125*x^2 + 184590277099609375*x + 298023223876953125
4197, 5, 7450580596923828125*x^2 - 9738595255528289226*x + 7450580596923828125
4213, 5, 762939453125*x^2 - 1512594730201*x + 762939453125
4233, 5, 3814697265625*x^4 + 6452227031250*x^3 + 5280751177499*x^2 + 6452227031250*x + 3814697265625
4237, 5, 78125*x^2 - 156231*x + 78125
4252, 5, 19073486328125*x^2 - 12716112074646*x + 19073486328125
4268, 5, 582076609134674072265625*x^8 - 834789716405024414062500*x^7 - 328659359468895451245350*x^6 + 640900214537378964312240*x^5 - 104745214485953301618309*x^4 + 640900214537378964312240*x^3 - 328659359468895451245350*x^2 - 834789716405024414062500*x + 582076609134674072265625
4277, 5, 9765625*x^4 + 36097026*x^3 + 52875323*x^2 + 36097026*x + 9765625
4313, 5, 3125*x^2 - 3951*x + 3125
4317, 5, 1818989403545856475830078125*x^2 + 3502388011444925542437925654*x + 1818989403545856475830078125
4333, 5, 3125*x^2 - 5631*x + 3125
4348, 5, 11102230246251565404236316680908203125*x^14 + 5521237000453943752608299255371093750*x^13 - 33340122488687978273154994302978515625*x^12 - 30641291540391196952072844675004922500*x^11 + 42396106026713679273640487679019800125*x^10 + 72373921199863813832002637187847590250*x^9 - 19405689651224070429979264837640308745*x^8 - 94148630788119187687464889201721719736*x^7 - 19405689651224070429979264837640308745*x^6 + 72373921199863813832002637187847590250*x^5 + 42396106026713679273640487679019800125*x^4 - 30641291540391196952072844675004922500*x^3 - 33340122488687978273154994302978515625*x^2 + 5521237000453943752608299255371093750*x + 11102230246251565404236316680908203125
4353, 5, 0
4377, 5, 48828125*x^2 - 94831626*x + 48828125
4393, 5, 1818989403545856475830078125*x^2 + 2063773473600076710653492714*x + 1818989403545856475830078125
4408, 5, 1490116119384765625*x^4 - 5292338189941406250*x^3 + 7649107168161572771*x^2 - 5292338189941406250*x + 1490116119384765625
4412, 5, 11920928955078125*x^2 + 18785681472770634*x + 11920928955078125
4413, 5, 11920928955078125*x^2 + 13283137974240234*x + 11920928955078125
4417, 5, 1220703125*x^2 + 1710849594*x + 1220703125
4433, 5, 931322574615478515625*x^4 - 232842484899902343750*x^3 - 370052704070373139549*x^2 - 232842484899902343750*x + 931322574615478515625
4453, 5, 15625*x^4 - 59274*x^3 + 87379*x^2 - 59274*x + 15625
4472, 5, 152587890625*x^4 - 528008262500*x^3 + 759640684614*x^2 - 528008262500*x + 152587890625
4488, 5, 0
4492, 5, 3125*x^2 + 474*x + 3125
4497, 5, 1220703125*x^2 + 1769248774*x + 1220703125
4533, 5, 17763568394002504646778106689453125*x^2 - 28356938886338827080507189903485926*x + 17763568394002504646778106689453125
4568, 5, 3125*x^2 - 2886*x + 3125
4577, 5, 7450580596923828125*x^2 + 12205041021933540534*x + 7450580596923828125
4588, 5, 244140625*x^4 + 856030500*x^3 + 1223780006*x^2 + 856030500*x + 244140625
4593, 5, 48828125*x^2 + 30780639*x + 48828125
4613, 5, 48828125*x^2 - 60952586*x + 48828125
4632, 5, 59604644775390625*x^8 - 242158988176875000*x^7 + 550756201621107100*x^6 - 832702577040298440*x^5 + 954424964582466054*x^4 - 832702577040298440*x^3 + 550756201621107100*x^2 - 242158988176875000*x + 59604644775390625
4633, 5, 1490116119384765625*x^4 + 4385625659808916444*x^3 + 6095982006167047894*x^2 + 4385625659808916444*x + 1490116119384765625
4648, 5, 244140625*x^4 + 905513180*x^3 + 1323769254*x^2 + 905513180*x + 244140625
4652, 5, 78125*x^2 - 152886*x + 78125
4668, 5, 13552527156068805425093160010874271392822265625*x^4 - 16891248682397227296294973587901129542773437500*x^3 + 9578858170539219130990976351790059981057886806*x^2 - 16891248682397227296294973587901129542773437500*x + 13552527156068805425093160010874271392822265625
4677, 5, 444089209850062616169452667236328125*x^2 - 683136375865888911690595368619415306*x + 444089209850062616169452667236328125
4697, 5, 931322574615478515625*x^4 + 251151354943847656250*x^3 - 132181837485077546589*x^2 + 251151354943847656250*x + 931322574615478515625
4712, 5, 3814697265625*x^4 + 3030603918750*x^3 + 4446868764971*x^2 + 3030603918750*x + 3814697265625
4713, 5, 762939453125*x^2 + 1452292738394*x + 762939453125
4717, 5, 9765625*x^4 + 3384809*x^3 + 19153696*x^2 + 3384809*x + 9765625
4728, 5, 13552527156068805425093160010874271392822265625*x^4 + 3048075124249591654139627367258071899414062500*x^3 - 16678236134983397152633441185042056340979687146*x^2 + 3048075124249591654139627367258071899414062500*x + 13552527156068805425093160010874271392822265625
4737, 5, 1953125*x^2 - 2388831*x + 1953125
4748, 5, 1953125*x^2 + 1844154*x + 1953125
4757, 5, 30517578125*x^10 - 64505102500*x^9 + 86465958750*x^8 - 92763976350*x^7 + 83570511525*x^6 - 73622519964*x^5 + 83570511525*x^4 - 92763976350*x^3 + 86465958750*x^2 - 64505102500*x + 30517578125
4773, 5, 59604644775390625*x^4 + 18548020899791580*x^3 + 39612416197572614*x^2 + 18548020899791580*x + 59604644775390625
4792, 5, 298023223876953125*x^2 + 192175045922923174*x + 298023223876953125
4808, 5, 15625*x^4 - 38601*x^3 + 53152*x^2 - 38601*x + 15625
4812, 5, 9094947017729282379150390625*x^4 + 17078164184338276340039062500*x^3 + 25889111252005052913204938246*x^2 + 17078164184338276340039062500*x + 9094947017729282379150390625
4828, 5, 1387778780781445675529539585113525390625*x^4 + 2321352711425618319748362808227539062500*x^3 + 2817080936913301047300083274459040976006*x^2 + 2321352711425618319748362808227539062500*x + 1387778780781445675529539585113525390625
4837, 5, 3125*x^2 - 4806*x + 3125
4853, 5, 1220703125*x^6 + 467059725*x^5 - 1134593130*x^4 - 1060194591*x^3 - 1134593130*x^2 + 467059725*x + 1220703125
4857, 5, 173472347597680709441192448139190673828125*x^6 + 390698148203384579716319904327392578125000*x^5 + 585506724786177980504904683119122656250000*x^4 + 735876317541054905689029148732832815298449*x^3 + 585506724786177980504904683119122656250000*x^2 + 390698148203384579716319904327392578125000*x + 173472347597680709441192448139190673828125
4872, 5, 0
4873, 5, 3125*x^2 - 3001*x + 3125
4888, 5, 931322574615478515625*x^4 - 2875199904768789062500*x^3 + 3918497976567585856374*x^2 - 2875199904768789062500*x + 931322574615478515625
4892, 5, 2910383045673370361328125*x^6 + 5010708491923032657850200*x^5 + 583594954672524103049655*x^4 - 3988881895879061594578768*x^3 + 583594954672524103049655*x^2 + 5010708491923032657850200*x + 2910383045673370361328125
4893, 5, 5684341886080801486968994140625*x^4 - 4623754735912441056798190937500*x^3 + 9155381694580779699449265926694*x^2 - 4623754735912441056798190937500*x + 5684341886080801486968994140625
4897, 5, 1953125*x^2 + 1985254*x + 1953125
4908, 5, 34694469519536141888238489627838134765625*x^8 + 83642453408847954832921314239501953125000*x^7 + 50374334256194813083435193655664023437500*x^6 - 83991588992392275597626574717136729725000*x^5 - 169194848513915892968055831009841556073834*x^4 - 83991588992392275597626574717136729725000*x^3 + 50374334256194813083435193655664023437500*x^2 + 83642453408847954832921314239501953125000*x + 34694469519536141888238489627838134765625
4917, 5, 227373675443232059478759765625*x^4 - 615708863147382203085937500*x^3 + 220152895570115044320514698326*x^2 - 615708863147382203085937500*x + 227373675443232059478759765625
4952, 5, 3125*x^2 - 5631*x + 3125
4953, 5, 867361737988403547205962240695953369140625*x^8 - 3646754643743618071312084794044494628906250*x^7 + 6248057220582935718769644916057586669921875*x^6 - 5742369297788971968565973355239597460937500*x^5 + 4565229948294983705444074781821791364019949*x^4 - 5742369297788971968565973355239597460937500*x^3 + 6248057220582935718769644916057586669921875*x^2 - 3646754643743618071312084794044494628906250*x + 867361737988403547205962240695953369140625
4972, 5, 931322574615478515625*x^8 + 1718510115957031250000*x^7 + 3050416215190226968750*x^6 + 4349090562502476224000*x^5 + 4424233699941443984059*x^4 + 4349090562502476224000*x^3 + 3050416215190226968750*x^2 + 1718510115957031250000*x + 931322574615478515625
4988, 5, 1490116119384765625*x^4 - 1358123100433750000*x^3 - 260540669335734606*x^2 - 1358123100433750000*x + 1490116119384765625
4997, 5, 1220703125*x^2 + 2229383529*x + 1220703125
5017, 5, 15625*x^4 - 36361*x^3 + 41521*x^2 - 36361*x + 15625
5033, 5, 4656612873077392578125*x^2 + 7365598678393295140054*x + 4656612873077392578125
5037, 5, 2220446049250313080847263336181640625*x^8 + 286042416333408007673126220703125000*x^7 + 3458133787381605898195332390985937500*x^6 - 1486281344115934597063294601156205000*x^5 + 3627416203832451885392241246499940454*x^4 - 1486281344115934597063294601156205000*x^3 + 3458133787381605898195332390985937500*x^2 + 286042416333408007673126220703125000*x + 2220446049250313080847263336181640625
5048, 5, 1220703125*x^2 + 1710849594*x + 1220703125
5052, 5, 867361737988403547205962240695953369140625*x^4 + 210112560327328305527681469345092773437500*x^3 + 1079148792018588894042440265759503153869926*x^2 + 210112560327328305527681469345092773437500*x + 867361737988403547205962240695953369140625
5053, 5, 125*x^2 - 246*x + 125
5057, 5, 15625*x^4 - 24639*x^3 + 39881*x^2 - 24639*x + 15625
5068, 5, 95367431640625*x^4 - 151404105937500*x^3 + 212059669061606*x^2 - 151404105937500*x + 95367431640625
5073, 5, 34694469519536141888238489627838134765625*x^12 - 160941095513167248800396919250488281250000*x^11 + 352817319708702107553548078155517578125000*x^10 - 490179756975806491301416947818638183593750*x^9 + 474524994403177664176642855593079713435000*x^8 - 341141309925661977413391198378175827889800*x^7 + 260640550984648123531747886126119846739171*x^6 - 341141309925661977413391198378175827889800*x^5 + 474524994403177664176642855593079713435000*x^4 - 490179756975806491301416947818638183593750*x^3 + 352817319708702107553548078155517578125000*x^2 - 160941095513167248800396919250488281250000*x + 34694469519536141888238489627838134765625
5093, 5, 78125*x^2 + 100799*x + 78125
5097, 5, 48828125*x^2 + 39378294*x + 48828125
5117, 5, 244140625*x^4 + 628594430*x^3 + 773867139*x^2 + 628594430*x + 244140625
5128, 5, 3814697265625*x^4 - 12195179025724*x^3 + 16934255888854*x^2 - 12195179025724*x + 3814697265625
5132, 5, 48828125*x^2 + 68364392*x + 48828125
5133, 5, 55511151231257827021181583404541015625*x^4 - 49855305979529754972271943500976562500*x^3 + 122044164259084945651621427213008473846*x^2 - 49855305979529754972271943500976562500*x + 55511151231257827021181583404541015625
5137, 5, 78125*x^2 + 100799*x + 78125
5173, 5, 3125*x^2 + 5574*x + 3125
5177, 5, 116415321826934814453125*x^2 + 90577724426673219766554*x + 116415321826934814453125
5192, 5, 15625*x^4 + 14134*x^3 + 10707*x^2 + 14134*x + 15625
5208, 5, 14551915228366851806640625*x^8 + 3613775299500327697125000*x^7 + 27963433009729290778683484*x^6 + 6811151618936863466307000*x^5 + 42392906113091058743825382*x^4 + 6811151618936863466307000*x^3 + 27963433009729290778683484*x^2 + 3613775299500327697125000*x + 14551915228366851806640625
5212, 5, 48828125*x^2 + 68364392*x + 48828125
5217, 5, 0
5228, 5, 48828125*x^2 + 68364392*x + 48828125
5253, 5, 3552713678800500929355621337890625*x^4 + 10291774808572651611874168585937500*x^3 + 13606340599294898623714955099325894*x^2 + 10291774808572651611874168585937500*x + 3552713678800500929355621337890625
5257, 5, 30517578125*x^2 - 22775013846*x + 30517578125
5272, 5, 48828125*x^2 - 60952586*x + 48828125
5277, 5, 7450580596923828125*x^2 - 12472464890414083146*x + 7450580596923828125
5293, 5, 3125*x^2 - 4986*x + 3125
5308, 5, 67762635780344027125465800054371356964111328125*x^10 - 79348479587431812001289613544940948486328125000*x^9 + 128209190918573975413063511681400241851806640625*x^8 - 105427878289155547231030630555651792062704500000*x^7 + 55694385467790786931042633129872244607799729250*x^6 - 52092850561439114178718767566762183705063255472*x^5 + 55694385467790786931042633129872244607799729250*x^4 - 105427878289155547231030630555651792062704500000*x^3 + 128209190918573975413063511681400241851806640625*x^2 - 79348479587431812001289613544940948486328125000*x + 67762635780344027125465800054371356964111328125
5313, 5, 0
5352, 5, 227373675443232059478759765625*x^4 + 112898090384862457923032237500*x^3 + 275798638905529775651079900054*x^2 + 112898090384862457923032237500*x + 227373675443232059478759765625
5357, 5, 78125*x^2 + 100799*x + 78125
5368, 5, 931322574615478515625*x^12 + 1513342224121093750000*x^11 - 126978100777343750000*x^10 - 2927737258595389062500*x^9 - 2549552232617291090000*x^8 + 1695855674309459112400*x^7 + 4627624728424250535286*x^6 + 1695855674309459112400*x^5 - 2549552232617291090000*x^4 - 2927737258595389062500*x^3 - 126978100777343750000*x^2 + 1513342224121093750000*x + 931322574615478515625
5372, 5, 9094947017729282379150390625*x^4 - 30914729238786483766573609500*x^3 + 44429066498468843531976972806*x^2 - 30914729238786483766573609500*x + 9094947017729282379150390625
5377, 5, 125*x^2 + 54*x + 125
5388, 5, 9094947017729282379150390625*x^4 + 6383996761516393340039062500*x^3 - 5055178808612486729961249274*x^2 + 6383996761516393340039062500*x + 9094947017729282379150390625
5397, 5, 88817841970012523233890533447265625*x^4 - 29784564553602669323041381835937500*x^3 + 179493176320795938066610912839731094*x^2 - 29784564553602669323041381835937500*x + 88817841970012523233890533447265625
5432, 5, 95367431640625*x^4 - 345593769728220*x^3 + 501909264474854*x^2 - 345593769728220*x + 95367431640625
5433, 5, 11920928955078125*x^2 - 23406426930633961*x + 11920928955078125
5448, 5, 931322574615478515625*x^4 + 8066992474076562500*x^3 - 1806974242075325556426*x^2 + 8066992474076562500*x + 931322574615478515625
5452, 5, 867361737988403547205962240695953369140625*x^4 + 2143126313359959175354868173599243164062500*x^3 + 2815911658317996520099211849553491065740326*x^2 + 2143126313359959175354868173599243164062500*x + 867361737988403547205962240695953369140625
5453, 5, 6103515625*x^4 + 24270485850*x^3 + 36334716611*x^2 + 24270485850*x + 6103515625
5457, 5, 3814697265625*x^4 + 9608734703750*x^3 + 13374823052499*x^2 + 9608734703750*x + 3814697265625
5468, 5, 28421709430404007434844970703125*x^6 - 42938789249547194712075644531250*x^5 + 80522641021932153332784227146875*x^4 - 66629441149933841149981266133116*x^3 + 80522641021932153332784227146875*x^2 - 42938789249547194712075644531250*x + 28421709430404007434844970703125
5493, 5, 19073486328125*x^2 - 37965290413686*x + 19073486328125
5497, 5, 28421709430404007434844970703125*x^6 - 40197575088652963417199707031250*x^5 - 24074298436662675875243184453125*x^4 + 81702130575806691561839148983236*x^3 - 24074298436662675875243184453125*x^2 - 40197575088652963417199707031250*x + 28421709430404007434844970703125
5513, 5, 0
5528, 5, 3125*x^2 - 4806*x + 3125
5532, 5, 0
5533, 5, 476837158203125*x^2 - 821522784070726*x + 476837158203125
5548, 5, 1490116119384765625*x^8 - 85855417675781250*x^7 + 3427521396622248025*x^6 - 1803806326779598530*x^5 + 3620044161413309796*x^4 - 1803806326779598530*x^3 + 3427521396622248025*x^2 - 85855417675781250*x + 1490116119384765625
5592, 5, 931322574615478515625*x^4 + 208516088404101562500*x^3 - 1441209760838749490506*x^2 + 208516088404101562500*x + 931322574615478515625
5593, 5, 0
5612, 5, 0
5613, 5, 0
5628, 5, 0
5633, 5, 3125*x^2 + 4154*x + 3125
5637, 5, 7450580596923828125*x^6 + 13726517738944226850*x^5 + 16362265346203714035*x^4 + 19959840288109990044*x^3 + 16362265346203714035*x^2 + 13726517738944226850*x + 7450580596923828125
5673, 5, 0
5677, 5, 78125*x^2 + 58119*x + 78125
5692, 5, 1953125*x^2 + 1844154*x + 1953125
5708, 5, 30517578125*x^2 - 13780222326*x + 30517578125
5752, 5, 4656612873077392578125*x^2 + 7365598678393295140054*x + 4656612873077392578125
5753, 5, 3125*x^2 - 3001*x + 3125
5757, 5, 0
5768, 5, 95367431640625*x^8 + 148518973864600*x^7 + 109031337361564*x^6 - 119777940976856*x^5 - 191091318339866*x^4 - 119777940976856*x^3 + 109031337361564*x^2 + 148518973864600*x + 95367431640625
5772, 5, 0
5773, 5, 476837158203125*x^2 + 942402310251194*x + 476837158203125
5788, 5, 11920928955078125*x^2 + 18785681472770634*x + 11920928955078125
5793, 5, 476837158203125*x^2 + 841776643102394*x + 476837158203125
5797, 5, 3814697265625*x^4 - 11775428062500*x^3 + 16530211083926*x^2 - 11775428062500*x + 3814697265625
5817, 5, 0
5833, 5, 125*x^2 + 54*x + 125
5848, 5, 95367431640625*x^8 - 38280279687500*x^7 + 138235445296250*x^6 - 224786265269200*x^5 + 77150732258419*x^4 - 224786265269200*x^3 + 138235445296250*x^2 - 38280279687500*x + 95367431640625
5852, 5, 0
5853, 5, 116415321826934814453125*x^6 - 482079077378831468531250*x^5 + 998016839040851395060875*x^4 - 1246757558148128025489276*x^3 + 998016839040851395060875*x^2 - 482079077378831468531250*x + 116415321826934814453125
5873, 5, 116415321826934814453125*x^2 - 2626233244115230058906*x + 116415321826934814453125
5893, 5, 476837158203125*x^2 + 891875426652794*x + 476837158203125
5912, 5, 1953125*x^6 - 4769475*x^5 + 7838070*x^4 - 9632559*x^3 + 7838070*x^2 - 4769475*x + 1953125
5917, 5, 2384185791015625*x^4 - 1554040802237834*x^3 + 4065144529337619*x^2 - 1554040802237834*x + 2384185791015625
5928, 5, 0
5932, 5, 78125*x^2 - 152886*x + 78125
5937, 5, 11920928955078125*x^2 - 22814792684111786*x + 11920928955078125
5948, 5, 72759576141834259033203125*x^2 + 141081451180953580656234714*x + 72759576141834259033203125
5957, 5, 244140625*x^4 + 656136130*x^3 + 878854659*x^2 + 656136130*x + 244140625
5973, 5, 0
5977, 5, 125*x^2 - 111*x + 125
5992, 5, 244140625*x^4 + 680894500*x^3 + 943263654*x^2 + 680894500*x + 244140625
5997, 5, 7450580596923828125*x^2 + 7751238232361808054*x + 7450580596923828125
6008, 5, 30517578125*x^2 - 22775013846*x + 30517578125
6013, 5, 78125*x^2 + 153849*x + 78125
6017, 5, 125*x^2 + 74*x + 125
6028, 5, 0
6033, 5, 78125*x^2 - 87081*x + 78125
6072, 5, 0
6077, 5, 30517578125*x^2 + 57015723049*x + 30517578125
6092, 5, 19073486328125*x^6 - 42757198500000*x^5 + 58165794708000*x^4 - 59624515657194*x^3 + 58165794708000*x^2 - 42757198500000*x + 19073486328125
6097, 5, 0
6108, 5, 0
6117, 5, 0
6152, 5, 3814697265625*x^4 - 1345488107044*x^3 + 3532704823446*x^2 - 1345488107044*x + 3814697265625
6153, 5, 0
6157, 5, 298023223876953125*x^10 + 1548092903808593750*x^9 + 4403518052807109375*x^8 + 8591125256552351600*x^7 + 12531440113183831345*x^6 + 14172204270213963374*x^5 + 12531440113183831345*x^4 + 8591125256552351600*x^3 + 4403518052807109375*x^2 + 1548092903808593750*x + 298023223876953125
6168, 5, 3814697265625*x^4 + 338693862780*x^3 - 6454265267626*x^2 + 338693862780*x + 3814697265625
6172, 5, 19073486328125*x^2 - 12716112074646*x + 19073486328125
6177, 5, 0
6188, 5, 0
6193, 5, 1953125*x^2 - 3063526*x + 1953125
6213, 5, 0
6232, 5, 9765625*x^4 + 24079250*x^3 + 34098171*x^2 + 24079250*x + 9765625
6233, 5, 116415321826934814453125*x^2 + 230039520574995228354714*x + 116415321826934814453125
6248, 5, 6103515625*x^4 - 23751831250*x^3 + 35300587371*x^2 - 23751831250*x + 6103515625
6252, 5, 0
6268, 5, 0
6293, 5, 6103515625*x^4 - 20759251780*x^3 + 29331399606*x^2 - 20759251780*x + 6103515625
6297, 5, 19073486328125*x^2 + 28845088746049*x + 19073486328125
6312, 5, 0
6313, 5, 1953125*x^2 + 1985254*x + 1953125
6328, 5, 23283064365386962890625*x^8 + 97803767776489257812500*x^7 + 181311746532615722656250*x^6 + 204486791830782041750000*x^5 + 196057421997301771368259*x^4 + 204486791830782041750000*x^3 + 181311746532615722656250*x^2 + 97803767776489257812500*x + 23283064365386962890625
6332, 5, 116415321826934814453125*x^2 - 159659942501372203004166*x + 116415321826934814453125
6333, 5, 0
6357, 5, 582076609134674072265625*x^4 + 184654066469189648437500*x^3 - 109429093108127098660906*x^2 + 184654066469189648437500*x + 582076609134674072265625
6377, 5, 0
6392, 5, 2384185791015625*x^8 + 9185906812317000*x^7 + 22439874741538300*x^6 + 35371946667707640*x^5 + 41826044882846454*x^4 + 35371946667707640*x^3 + 22439874741538300*x^2 + 9185906812317000*x + 2384185791015625
6393, 5, 1220703125*x^2 - 2359738881*x + 1220703125
6412, 5, 95367431640625*x^4 + 88301496250000*x^3 + 21495347292066*x^2 + 88301496250000*x + 95367431640625
6428, 5, 7450580596923828125*x^2 - 14832876993141654486*x + 7450580596923828125
6433, 5, 19073486328125*x^2 - 4927755245706*x + 19073486328125
6457, 5, 78125*x^2 + 100799*x + 78125
6477, 5, 0
6488, 5, 78125*x^2 + 58119*x + 78125
6492, 5, 0
6493, 5, 78125*x^2 - 136086*x + 78125
6497, 5, 244140625*x^8 + 1572491250*x^7 + 4708545475*x^6 + 8579108196*x^5 + 10397841333*x^4 + 8579108196*x^3 + 4708545475*x^2 + 1572491250*x + 244140625
6508, 5, 19073486328125*x^6 + 10410396500000*x^5 + 15787956828000*x^4 + 17774375186966*x^3 + 15787956828000*x^2 + 10410396500000*x + 19073486328125
6513, 5, 0
6533, 5, 30517578125*x^2 - 45502456551*x + 30517578125
6537, 5, 78125*x^2 + 107409*x + 78125
6557, 5, 30517578125*x^6 - 75100359600*x^5 + 69290042640*x^4 - 44886039894*x^3 + 69290042640*x^2 - 75100359600*x + 30517578125
6572, 5, 0
6573, 5, 931322574615478515625*x^4 - 1474993336634005570500*x^3 + 1158312081721246019894*x^2 - 1474993336634005570500*x + 931322574615478515625
6593, 5, 3125*x^2 - 3951*x + 3125
6613, 5, 9765625*x^4 + 19587676*x^3 + 26592598*x^2 + 19587676*x + 9765625
6648, 5, 0
6652, 5, 762939453125*x^2 + 1523482216314*x + 762939453125
6657, 5, 0
6668, 5, 1220703125*x^2 - 2128894566*x + 1220703125
6677, 5, 1220703125*x^2 - 2353852801*x + 1220703125
6693, 5, 0
6697, 5, 6103515625*x^4 + 822528089*x^3 - 7851419103*x^2 + 822528089*x + 6103515625
6712, 5, 116415321826934814453125*x^2 - 2626233244115230058906*x + 116415321826934814453125
6717, 5, 2910383045673370361328125*x^2 + 5538877876262803850560374*x + 2910383045673370361328125
6748, 5, 59604644775390625*x^4 + 4911034199350500*x^3 - 65616294884759674*x^2 + 4911034199350500*x + 59604644775390625
6753, 5, 78125*x^2 + 153999*x + 78125
6773, 5, 6103515625*x^4 + 5046949599*x^3 - 1082850448*x^2 + 5046949599*x + 6103515625
6792, 5, 931322574615478515625*x^4 - 3218162556595297437500*x^3 + 4598319544153123361334*x^2 - 3218162556595297437500*x + 931322574615478515625
6797, 5, 30517578125*x^2 + 60442884119*x + 30517578125
6808, 5, 931322574615478515625*x^4 - 1202823160494863281250*x^3 + 1909565037121145078859*x^2 - 1202823160494863281250*x + 931322574615478515625
6812, 5, 37252902984619140625*x^4 + 15881944126466477500*x^3 + 52220943828056561766*x^2 + 15881944126466477500*x + 37252902984619140625
6828, 5, 0
6837, 5, 0
6853, 5, 2384185791015625*x^4 + 1844353994453125*x^3 + 3268620994317576*x^2 + 1844353994453125*x + 2384185791015625
6872, 5, 78125*x^2 + 153849*x + 78125
6873, 5, 0
6888, 5, 0
